state,zip_code,city,county,territory_code
il,all_others,all_others,randolph,112
il,all_others,all_others,richland,112
il,all_others,all_others,rock_island,112
il,all_others,east_moline,rock_island,122
il,all_others,moline,rock_island,122
il,all_others,rock_island,rock_island,122
il,all_others,all_others,st_clair,112
il,all_others,belleville,st_clair,122
il,all_others,east_st_louis,st_clair,122
il,all_others,all_others,saline,112
il,all_others,all_others,sangamon,112
il,all_others,springfield,sangamon,132
il,all_others,all_others,schuyler,113
il,all_others,all_others,scott,112
il,all_others,all_others,shelby,112
il,all_others,all_others,stark,112
il,all_others,all_others,stephenson,112
il,all_others,all_others,stephenson,122
il,all_others,all_others,tazewell,112
il,all_others,pekin,tazewell,122
il,all_others,all_others,union,113
il,all_others,all_others,vermilion,112
il,all_others,danville,vermilion,122
il,all_others,all_others,wabash,112
il,all_others,all_others,warren,112
il,all_others,all_others,washington,112
il,all_others,all_others,wayne,112
il,all_others,all_others,white,112
il,all_others,all_others,whiteside,112
il,all_others,sterling,whiteside,122
il,all_others,all_others,will,112
il,all_others,boilingbrook,will,122
il,all_others,joliet,will,122
il,all_others,all_others,williamson,112
il,all_others,all_others,winnebago,112
il,all_others,rockford,winnebago,132
il,all_others,all_others,woodford,112
in,all_others,all_others,adams,111
in,all_others,all_others,allen,111
in,all_others,fort_wayne,allen,131
in,all_others,all_others,bartholomew,112
in,all_others,all_others,benton,111
in,all_others,all_others,blackford,111
in,all_others,all_others,boone,111
in,all_others,all_others,brown,112
in,all_others,all_others,carroll,111
in,all_others,all_others,cass,111
in,all_others,all_others,clark,112
in,all_others,all_others,clay,113
in,all_others,all_others,clinton,111
in,all_others,all_others,crawford,112
in,all_others,all_others,daviess,113
in,all_others,all_others,dearborn,112
in,all_others,all_others,decatur,111
in,all_others,all_others,de_kalb,111
in,all_others,all_others,delaware,111
in,all_others,all_others,dubois,112
in,all_others,all_others,elkhart,111
in,all_others,elkhart,elkhart,131
in,all_others,all_others,fayette,111
in,all_others,all_others,floyd,112
in,all_others,all_others,fountain,111
in,all_others,all_others,franklin,112
in,all_others,all_others,fulton,111
in,all_others,all_others,gibson,113
in,all_others,all_others,grant,111
in,all_others,all_others,greene,112
in,all_others,all_others,hamilton,111
in,all_others,all_others,hancock,111
in,all_others,all_others,harrison,112
in,all_others,all_others,hendricks,111
in,all_others,all_others,henry,111
in,all_others,all_others,howard,111
in,all_others,kokomo,howard,131
in,all_others,all_others,huntington,111
in,all_others,all_others,jackson,112
in,all_others,all_others,jasper,111
in,all_others,all_others,jay,111
in,all_others,all_others,jefferson,112
in,all_others,all_others,jennings,112
in,all_others,all_others,johnson,111
in,all_others,all_others,knox,113
in,all_others,all_others,kosciusko,111
in,all_others,all_others,lagrange,111
in,all_others,all_others,lake,111
in,all_others,east_chicago,lake,131
in,all_others,gary,lake,131
in,all_others,hammond,lake,131
in,all_others,all_others,la_porte,111
in,all_others,michigan_city,la_porte,131
in,all_others,all_others,lawrence,112
in,all_others,all_others,madison,111
in,all_others,anderson,madison,131
in,all_others,all_others,marion,111
in,all_others,indianapolis,marion,121
in,all_others,all_others,marshall,111
in,all_others,all_others,martin,112
in,all_others,all_others,miami,111
in,all_others,all_others,monroe,112
in,all_others,all_others,montgomery,111
