state,territory_code,construction_type,rate
oh,143,masonry_non_combustible,0.039
oh,143,modified_fire_resistive,0.029
oh,143,fire_resistive,0.029
oh,152,frame,0.126
oh,152,masonry_joisted,0.126
oh,152,non_combustible,0.126
oh,152,masonry_non_combustible,0.042
oh,152,modified_fire_resistive,0.032
oh,152,fire_resistive,0.032
oh,161,frame,0.152
oh,161,masonry_joisted,0.152
oh,161,non_combustible,0.152
oh,161,masonry_non_combustible,0.052
oh,161,modified_fire_resistive,0.039
oh,161,fire_resistive,0.039
oh,171,frame,0.152
oh,171,masonry_joisted,0.152
oh,171,non_combustible,0.152
oh,171,masonry_non_combustible,0.052
oh,171,modified_fire_resistive,0.039
oh,171,fire_resistive,0.039
oh,181,frame,0.152
oh,181,masonry_joisted,0.152
oh,181,non_combustible,0.152
oh,181,masonry_non_combustible,0.052
oh,181,modified_fire_resistive,0.039
oh,181,fire_resistive,0.039
oh,182,frame,0.126
oh,182,masonry_joisted,0.126
oh,182,non_combustible,0.126
oh,182,masonry_non_combustible,0.042
oh,182,modified_fire_resistive,0.032
oh,182,fire_resistive,0.032
oh,183,frame,0.115
oh,183,masonry_joisted,0.115
oh,183,non_combustible,0.115
oh,183,masonry_non_combustible,0.039
oh,183,modified_fire_resistive,0.029
oh,183,fire_resistive,0.029
ok,111,frame,0.321
ok,111,masonry_joisted,0.321
ok,111,non_combustible,0.321
ok,111,masonry_non_combustible,0.076
ok,111,modified_fire_resistive,0.059
ok,111,fire_resistive,0.059
ok,121,frame,0.321
ok,121,masonry_joisted,0.321
ok,121,non_combustible,0.321
ok,121,masonry_non_combustible,0.076
ok,121,modified_fire_resistive,0.059
ok,121,fire_resistive,0.059
ok,131,frame,0.321
ok,131,masonry_joisted,0.321
ok,131,non_combustible,0.321
ok,131,masonry_non_combustible,0.076
ok,131,modified_fire_resistive,0.059
ok,131,fire_resistive,0.059
ok,141,frame,0.321
ok,141,masonry_joisted,0.321
ok,141,non_combustible,0.321
ok,141,masonry_non_combustible,0.076
ok,141,modified_fire_resistive,0.059
ok,141,fire_resistive,0.059
ok,112,frame,0.308
ok,112,masonry_joisted,0.308
ok,112,non_combustible,0.308
ok,112,masonry_non_combustible,0.073
ok,112,modified_fire_resistive,0.057
ok,112,fire_resistive,0.057
ok,113,frame,0.306
ok,113,masonry_joisted,0.306
ok,113,non_combustible,0.306
ok,113,masonry_non_combustible,0.072
ok,113,modified_fire_resistive,0.056
ok,113,fire_resistive,0.056
ok,114,frame,0.294
ok,114,masonry_joisted,0.294
ok,114,non_combustible,0.294
ok,114,masonry_non_combustible,0.069
ok,114,modified_fire_resistive,0.054
ok,114,fire_resistive,0.054
pa,110,frame,0.071
pa,110,masonry_joisted,0.071
pa,110,non_combustible,0.071
pa,110,masonry_non_combustible,0.029
pa,110,modified_fire_resistive,0.022
pa,110,fire_resistive,0.022
pa,120,frame,0.071
pa,120,masonry_joisted,0.071
pa,120,non_combustible,0.071
pa,120,masonry_non_combustible,0.029
pa,120,modified_fire_resistive,0.022
pa,120,fire_resistive,0.022
pa,130,frame,0.071
pa,130,masonry_joisted,0.071
pa,130,non_combustible,0.071
