state,class_description,county,city,territory_code
nj,edp,monmouth,asbury_park,11
nj,edp,monmouth,long_branch,11
nj,edp,monmouth,allenhurst,11
nj,edp,monmouth,atlantic_highlands,11
nj,edp,monmouth,avon_by_the_sea,11
nj,edp,ocean,bay_head,11
nj,edp,ocean,bay_head_junction,11
nj,edp,monmouth,belford_north,11
nj,edp,monmouth,belmar,11
nj,edp,monmouth,bradley_beach,11
nj,edp,monmouth,branchport,11
nj,edp,monmouth,brielle,11
nj,edp,monmouth,deal,11
nj,edp,monmouth,east_keansburg,11
nj,edp,monmouth,east_long_branch,11
nj,edp,monmouth,elberon,11
nj,edp,monmouth,highland_beach,11
nj,edp,monmouth,highlands,11
nj,edp,monmouth,keansburg,11
nj,edp,ocean,lavallette,11
nj,edp,monmouth,leonardo,11
nj,edp,monmouth,loch_arbour,11
nj,edp,ocean,long_branch,11
nj,edp,monmouth,manasquan,11
nj,edp,ocean,mantoloking,11
nj,edp,ocean,monmouth_beach,11
nj,edp,ocean,natco,11
nj,edp,monmouth,normandy_beach,11
nj,edp,monmouth,ocean_grove,11
nj,edp,monmouth,ortley,11
nj,edp,ocean,point_pleasant,11
nj,edp,ocean,point_pleasant_beach,11
nj,edp,monmouth,port_monmouth,11
nj,edp,monmouth,sea_girt,11
nj,edp,ocean,seabright,11
nj,edp,monmouth,seaside_heights,11
nj,edp,monmouth,seaside_park,11
nj,edp,monmouth,south_belmar,11
nj,edp,monmouth,spring_lake,11
nj,edp,monmouth,union_beach,11
nj,edp,monmouth,water_witch,11
nj,edp,monmouth,west_end,11
nj,edp,middlesex,new_brunswick,12
nj,edp,camden,camden,13
nj,edp,camden,all_others,17
nj,edp,mercer,trenton,13
nj,edp,camden,audubon,13
nj,edp,camden,audubon_park,13
nj,edp,camden,cherry_hill,13
nj,edp,camden,collingswood,13
nj,edp,camden,haddon,13
nj,edp,camden,haddon_heights,13
nj,edp,camden,haddonfield,13
nj,edp,camden,merchantville,13
nj,edp,camden,oaklyn,13
nj,edp,camden,pennsauken,13
nj,edp,camden,wood_lynne,13
nj,edp,mercer,ewing,13
nj,edp,mercer,hamilton,13
nj,edp,mercer,lawrence,13
nj,edp,mercer,all_others,17
nj,office,all_others,all_others,17
nj,office,atlantic,atlantic_city,1
nj,office,atlantic,all_others,17
nj,office,essex,all_others,2
nj,office,essex,belleville,3
nj,office,essex,bloomfield,3
nj,office,essex,east_orange,3
nj,office,essex,irvington,3
nj,office,essex,orange,3
nj,office,essex,newark,6
nj,office,hudson,jersey_city,4
nj,office,hudson,all_others,6
nj,office,passaic,all_others,5
nj,office,passaic,clifton,5
nj,office,passaic,passaic,5
nj,office,passaic,paterson,5
nj,office,bergen,east_paterson,5
nj,office,bergen,lodi,5
nj,office,bergen,wallington,5
nj,office,bergen,garfield,5
nj,office,bergen,all_others,15
nj,office,union,elizabeth,7
nj,office,union,all_others,16
nj,office,middlesex,perth_amboy,8
nj,office,middlesex,all_others,17
nj,office,ocean,lakewood_township,9
nj,office,ocean,all_others,17
nj,office,monmouth,all_others,17
nj,office,monmouth,asbury_park,11
nj,office,monmouth,long_branch,11
nj,office,monmouth,allenhurst,11
nj,office,monmouth,atlantic_highlands,11
nj,office,monmouth,avon_by_the_sea,11
nj,office,ocean,bay_head,11
nj,office,ocean,bay_head_junction,11
nj,office,monmouth,belford_north,11
nj,office,monmouth,belmar,11
nj,office,monmouth,bradley_beach,11
nj,office,monmouth,branchport,11
nj,office,monmouth,brielle,11
nj,office,monmouth,deal,11
nj,office,monmouth,east_keansburg,11
nj,office,monmouth,east_long_branch,11
nj,office,monmouth,elberon,11
nj,office,monmouth,highland_beach,11
nj,office,monmouth,highlands,11
nj,office,monmouth,keansburg,11
nj,office,ocean,lavallette,11
nj,office,monmouth,leonardo,11
nj,office,monmouth,loch_arbour,11
nj,office,ocean,long_branch,11
nj,office,monmouth,manasquan,11
nj,office,ocean,mantoloking,11
nj,office,ocean,monmouth_beach,11
nj,office,ocean,natco,11
nj,office,monmouth,normandy_beach,11
nj,office,monmouth,ocean_grove,11
nj,office,monmouth,ortley,11
nj,office,ocean,point_pleasant,11
nj,office,ocean,point_pleasant_beach,11
nj,office,monmouth,port_monmouth,11
nj,office,monmouth,sea_girt,11
nj,office,ocean,seabright,11
nj,office,monmouth,seaside_heights,11
nj,office,monmouth,seaside_park,11
nj,office,monmouth,south_belmar,11
nj,office,monmouth,spring_lake,11
nj,office,monmouth,union_beach,11
nj,office,monmouth,water_witch,11
nj,office,monmouth,west_end,11
nj,office,middlesex,new_brunswick,12
nj,office,camden,camden,13
nj,office,camden,all_others,17
nj,office,mercer,trenton,13
nj,office,camden,audubon,13
nj,office,camden,audubon_park,13
nj,office,camden,cherry_hill,13
nj,office,camden,collingswood,13
nj,office,camden,haddon,13
nj,office,camden,haddon_heights,13
nj,office,camden,haddonfield,13
nj,office,camden,merchantville,13
nj,office,camden,oaklyn,13
nj,office,camden,pennsauken,13
nj,office,camden,wood_lynne,13
nj,office,mercer,ewing,13
nj,office,mercer,hamilton,13
nj,office,mercer,lawrence,13
nj,office,mercer,all_others,17
ny,edp,all_others,all_others,24
ny,edp,new_york,all_others,24
ny,edp,new_york,new_york_city,1
ny,edp,kings,all_others,1
ny,edp,kings,new_york_city,1
ny,edp,queens,all_others,1
ny,edp,queens,new_york_city,1
ny,edp,bronx,all_others,1
ny,edp,bronx,new_york_city,24
ny,edp,richmond,all_others,1
ny,edp,richmond,new_york_city,10
ny,edp,albany,all_others,18
ny,edp,albany,albany,2
ny,edp,schenectady,all_others,18
ny,edp,schenectady,schenectady,2
ny,edp,rensselaer,all_others,18
ny,edp,rensselaer,troy,2
ny,edp,westchester,all_others,24
ny,edp,westchester,mt_vernon,3
ny,edp,westchester,new_rochelle,3
ny,edp,westchester,peekskill,3
ny,edp,westchester,port_chester_village,3
ny,edp,westchester,white_plains,3
ny,edp,westchester,yonkers,3
ny,edp,westchester,north_tarrytown,18
ny,edp,westchester,north_tarrytown,9
ny,edp,onondaga,all_others,21
ny,edp,onondaga,syracuse,4
ny,edp,oneida,all_others,20
ny,edp,oneida,utica,5
ny,edp,monroe,all_others,23
ny,edp,monroe,rochester,6
ny,edp,nassau,all_others,24
ny,edp,nassau,nassau,7
ny,edp,erie,all_others,14
ny,edp,erie,buffalo,8
ny,edp,all_others,ellis_island,10
ny,edp,new_york,governors_island,10
ny,edp,bronx,hart_island,10
ny,edp,bronx,high_island,10
ny,edp,bronx,north_brother_island,10
ny,edp,bronx,south_brother_island,10
ny,edp,delaware,all_others,12
ny,edp,greene,all_others,12
ny,edp,orange,all_others,12
ny,edp,rockland,all_others,12
ny,edp,sullivan,all_others,12
ny,edp,ulster,all_others,12
ny,edp,niagara,all_others,14
ny,edp,suffolk,all_others,16
ny,edp,clifton,all_others,17
ny,edp,essex,all_others,17
ny,edp,franklin,all_others,17
ny,edp,fulton,all_others,17
ny,edp,hamilton,all_others,17
ny,edp,herkimer,all_others,17
ny,edp,jefferson,all_others,17
ny,edp,lewis,all_others,17
ny,edp,st_lawrence,all_others,17
ny,edp,saratoga,all_others,17
ny,edp,warren,all_others,17
ny,edp,washington,all_others,17
ny,edp,columbia,all_others,18
ny,edp,dutchess,all_others,18
ny,edp,putnam,all_others,18
ny,edp,montgomery,all_others,20
ny,edp,herkimer,columbia,20
ny,edp,herkimer,danube,20
ny,edp,herkimer,frankfort,20
ny,edp,herkimer,herkimer,20
ny,edp,herkimer,german_flats,20
ny,edp,herkimer,litchfield,20
ny,edp,herkimer,little_falls,20
ny,edp,herkimer,schuyler,20
ny,edp,herkimer,stark,20
ny,edp,herkimer,warren,20
ny,edp,herkimer,winfield,20
ny,edp,chautauqua,all_others,22
ny,edp,chemung,all_others,22
ny,edp,tompkins,all_others,22
ny,edp,broome,all_others,22
ny,edp,monroe,all_others,23
ny,office,all_others,all_others,24
ny,office,new_york,all_others,24
ny,office,new_york,new_york_city,1
ny,office,kings,all_others,1
ny,office,kings,new_york_city,1
ny,office,queens,all_others,1
ny,office,queens,new_york_city,1
ny,office,bronx,all_others,1
ny,office,bronx,new_york_city,24
ny,office,richmond,all_others,1
ny,office,richmond,new_york_city,10
ny,office,albany,all_others,18
ny,office,albany,albany,2
ny,office,schenectady,all_others,18
ny,office,schenectady,schenectady,2
ny,office,rensselaer,all_others,18
ny,office,rensselaer,troy,2
ny,office,westchester,all_others,24
ny,office,westchester,mt_vernon,3
ny,office,westchester,new_rochelle,3
ny,office,westchester,peekskill,3
ny,office,westchester,port_chester_village,3
ny,office,westchester,white_plains,3
ny,office,westchester,yonkers,3
ny,office,westchester,north_tarrytown,18
ny,office,westchester,north_tarrytown,9
ny,office,onondaga,all_others,21
ny,office,onondaga,syracuse,4
ny,office,oneida,all_others,20
ny,office,oneida,utica,5
ny,office,monroe,all_others,23
ny,office,monroe,rochester,6
ny,office,nassau,all_others,24
ny,office,nassau,nassau,7
ny,office,erie,all_others,14
ny,office,erie,buffalo,8
ny,office,all_others,ellis_island,10
ny,office,new_york,governors_island,10
ny,office,bronx,hart_island,10
ny,office,bronx,high_island,10
ny,office,bronx,north_brother_island,10
ny,office,bronx,south_brother_island,10
ny,office,delaware,all_others,12
ny,office,greene,all_others,12
ny,office,orange,all_others,12
ny,office,rockland,all_others,12
ny,office,sullivan,all_others,12
ny,office,ulster,all_others,12
ny,office,niagara,all_others,14
ny,office,suffolk,all_others,16
ny,office,clifton,all_others,17
ny,office,essex,all_others,17
ny,office,franklin,all_others,17
ny,office,fulton,all_others,17
ny,office,hamilton,all_others,17
ny,office,herkimer,all_others,17
ny,office,jefferson,all_others,17
ny,office,lewis,all_others,17
ny,office,st_lawrence,all_others,17
ny,office,saratoga,all_others,17
ny,office,warren,all_others,17
ny,office,washington,all_others,17
ny,office,columbia,all_others,18
ny,office,dutchess,all_others,18
ny,office,putnam,all_others,18
ny,office,montgomery,all_others,20
ny,office,herkimer,columbia,20
ny,office,herkimer,danube,20
ny,office,herkimer,frankfort,20
ny,office,herkimer,herkimer,20
ny,office,herkimer,german_flats,20
ny,office,herkimer,litchfield,20
ny,office,herkimer,little_falls,20
ny,office,herkimer,schuyler,20
ny,office,herkimer,stark,20
ny,office,herkimer,warren,20
ny,office,herkimer,winfield,20
ny,office,chautauqua,all_others,22
ny,office,chemung,all_others,22
ny,office,tompkins,all_others,22
ny,office,broome,all_others,22
ny,office,monroe,all_others,23
oh,edp,all_others,all_others,9
oh,edp,cuyahoga,all_others,8
oh,edp,cuyahoga,bratenahl,1
oh,edp,cuyahoga,brook_park,1
oh,edp,cuyahoga,brooklyn,1
oh,edp,cuyahoga,brooklyn_heights,1
oh,edp,cuyahoga,cleveland,1
oh,edp,cuyahoga,cleveland_heights,1
oh,edp,cuyahoga,cuyahoga_heights,1
oh,edp,cuyahoga,east_cleveland,1
oh,edp,cuyahoga,euclid,1
oh,edp,cuyahoga,fairview,1
oh,edp,cuyahoga,garfield_heights,1
oh,edp,cuyahoga,lakewood,1
oh,edp,cuyahoga,linndale,1
oh,edp,cuyahoga,newburgh_heights,1
oh,edp,cuyahoga,parkview,1
oh,edp,cuyahoga,parma,1
oh,edp,cuyahoga,parma_heights,1
oh,edp,cuyahoga,richmond_heights,1
oh,edp,cuyahoga,rocky_riverd,1
oh,edp,cuyahoga,shaker_heights,1
oh,edp,cuyahoga,south_euclid,1
oh,edp,cuyahoga,university_heights,1
oh,edp,franklin,all_others,9
oh,edp,franklin,bexley,5
oh,edp,franklin,clinton,5
oh,edp,franklin,columbus,5
oh,edp,franklin,east_columbus,5
oh,edp,franklin,franklin,5
oh,edp,franklin,gahanna,5
oh,edp,franklin,grandview_heights,5
oh,edp,franklin,hanford,5
oh,edp,franklin,hilliard,5
oh,edp,franklin,marble_cliff,5
oh,edp,franklin,marion,5
oh,edp,franklin,mifflin,5
oh,edp,franklin,montgomery,5
oh,edp,franklin,norwich,5
oh,edp,franklin,perry,5
oh,edp,franklin,reynoldsburg,5
oh,edp,franklin,riverlea,5
oh,edp,franklin,sharon,5
oh,edp,franklin,truro,5
oh,edp,franklin,upper_arlington,5
oh,edp,franklin,worthingotn,5
oh,edp,geauga,all_others,9
oh,edp,geauga,hunting_valley,8
oh,edp,hamilton,addyston,3
oh,edp,hamilton,all_others,9
oh,edp,hamilton,allandale,3
oh,edp,hamilton,anderson,3
oh,edp,hamilton,arlington_heights,3
oh,edp,hamilton,barnesburg,3
oh,edp,hamilton,beechwood,3
oh,edp,hamilton,bevis,3
oh,edp,hamilton,blue_ash,3
oh,edp,hamilton,cheviot,3
oh,edp,hamilton,cincinnati,3
oh,edp,hamilton,cleves,3
oh,edp,hamilton,colerain,3
oh,edp,hamilton,columbia,3
oh,edp,hamilton,deer_park,3
oh,edp,hamilton,delhi,3
oh,edp,hamilton,elmwood_place,3
oh,edp,hamilton,glendale,3
oh,edp,hamilton,green,3
oh,edp,hamilton,greenhills,3
oh,edp,hamilton,lockland,3
oh,edp,hamilton,medeira,3
oh,edp,hamilton,miami,3
oh,edp,hamilton,mill_creek,3
oh,edp,hamilton,montgomery,3
oh,edp,hamilton,mount_healthy,3
oh,edp,hamilton,new_burlington,3
oh,edp,hamilton,newtown,3
oh,edp,hamilton,north_bend,3
oh,edp,hamilton,north_college_hill,3
oh,edp,hamilton,norwood,3
oh,edp,hamilton,park_place,3
oh,edp,hamilton,reading,3
oh,edp,hamilton,remington,3
oh,edp,hamilton,sayler_park,3
oh,edp,hamilton,sharonville,3
oh,edp,hamilton,silverton,3
oh,edp,hamilton,springfield,3
oh,edp,hamilton,st_bernard,3
oh,edp,hamilton,sycamore,3
oh,edp,hamilton,symmes,3
oh,edp,hamilton,terrace_park,3
oh,edp,hamilton,woodlawn,3
oh,edp,hamilton,wyoming,3
oh,edp,lucas,all_others,9
oh,edp,lucas,toledo,6
oh,edp,mahoning,all_others,9
oh,edp,mahoning,austintown,2
oh,edp,mahoning,boardman,2
oh,edp,mahoning,campbell,2
oh,edp,mahoning,coitsville,2
oh,edp,mahoning,cornersburg,2
oh,edp,mahoning,east_youngstown,2
oh,edp,mahoning,lowellville,2
oh,edp,mahoning,poland,2
oh,edp,mahoning,struthers,2
oh,edp,mahoning,thorn_hill,2
oh,edp,mahoning,youngstown,2
oh,edp,montgomery,all_others,9
oh,edp,montgomery,dayton,7
oh,edp,montgomery,harrison,7
oh,edp,montgomery,jefferson,7
oh,edp,montgomery,mad_river,7
oh,edp,montgomery,madison,7
oh,edp,montgomery,oakwood,7
oh,edp,montgomery,riverside,7
oh,edp,montgomery,trotwood,7
oh,edp,montgomery,van_buren,7
oh,edp,montgomery,wayne,7
oh,edp,stark,all_others,10
oh,edp,summit,akron,4
oh,edp,summit,all_others,9
oh,office,all_others,all_others,9
oh,office,cuyahoga,all_others,8
oh,office,cuyahoga,bratenahl,1
oh,office,cuyahoga,brook_park,1
oh,office,cuyahoga,brooklyn,1
oh,office,cuyahoga,brooklyn_heights,1
oh,office,cuyahoga,cleveland,1
oh,office,cuyahoga,cleveland_heights,1
oh,office,cuyahoga,cuyahoga_heights,1
oh,office,cuyahoga,east_cleveland,1
oh,office,cuyahoga,euclid,1
oh,office,cuyahoga,fairview,1
oh,office,cuyahoga,garfield_heights,1
oh,office,cuyahoga,lakewood,1
oh,office,cuyahoga,linndale,1
oh,office,cuyahoga,newburgh_heights,1
oh,office,cuyahoga,parkview,1
oh,office,cuyahoga,parma,1
oh,office,cuyahoga,parma_heights,1
oh,office,cuyahoga,richmond_heights,1
oh,office,cuyahoga,rocky_riverd,1
oh,office,cuyahoga,shaker_heights,1
oh,office,cuyahoga,south_euclid,1
oh,office,cuyahoga,university_heights,1
oh,office,franklin,all_others,9
oh,office,franklin,bexley,5
oh,office,franklin,clinton,5
oh,office,franklin,columbus,5
oh,office,franklin,east_columbus,5
oh,office,franklin,franklin,5
oh,office,franklin,gahanna,5
oh,office,franklin,grandview_heights,5
oh,office,franklin,hanford,5
oh,office,franklin,hilliard,5
oh,office,franklin,marble_cliff,5
oh,office,franklin,marion,5
oh,office,franklin,mifflin,5
oh,office,franklin,montgomery,5
oh,office,franklin,norwich,5
oh,office,franklin,perry,5
oh,office,franklin,reynoldsburg,5
oh,office,franklin,riverlea,5
oh,office,franklin,sharon,5
oh,office,franklin,truro,5
oh,office,franklin,upper_arlington,5
oh,office,franklin,worthingotn,5
oh,office,geauga,all_others,9
oh,office,geauga,hunting_valley,8
oh,office,hamilton,addyston,3
oh,office,hamilton,all_others,9
oh,office,hamilton,allandale,3
oh,office,hamilton,anderson,3
oh,office,hamilton,arlington_heights,3
oh,office,hamilton,barnesburg,3
oh,office,hamilton,beechwood,3
oh,office,hamilton,bevis,3
oh,office,hamilton,blue_ash,3
oh,office,hamilton,cheviot,3
oh,office,hamilton,cincinnati,3
oh,office,hamilton,cleves,3
oh,office,hamilton,colerain,3
oh,office,hamilton,columbia,3
oh,office,hamilton,deer_park,3
oh,office,hamilton,delhi,3
oh,office,hamilton,elmwood_place,3
oh,office,hamilton,glendale,3
oh,office,hamilton,green,3
oh,office,hamilton,greenhills,3
oh,office,hamilton,lockland,3
oh,office,hamilton,medeira,3
oh,office,hamilton,miami,3
oh,office,hamilton,mill_creek,3
oh,office,hamilton,montgomery,3
oh,office,hamilton,mount_healthy,3
oh,office,hamilton,new_burlington,3
oh,office,hamilton,newtown,3
oh,office,hamilton,north_bend,3
oh,office,hamilton,north_college_hill,3
oh,office,hamilton,norwood,3
oh,office,hamilton,park_place,3
oh,office,hamilton,reading,3
oh,office,hamilton,remington,3
oh,office,hamilton,sayler_park,3
oh,office,hamilton,sharonville,3
oh,office,hamilton,silverton,3
oh,office,hamilton,springfield,3
oh,office,hamilton,st_bernard,3
oh,office,hamilton,sycamore,3
oh,office,hamilton,symmes,3
oh,office,hamilton,terrace_park,3
oh,office,hamilton,woodlawn,3
oh,office,hamilton,wyoming,3
oh,office,lucas,all_others,9
oh,office,lucas,toledo,6
oh,office,mahoning,all_others,9
oh,office,mahoning,austintown,2
oh,office,mahoning,boardman,2
oh,office,mahoning,campbell,2
oh,office,mahoning,coitsville,2
oh,office,mahoning,cornersburg,2
oh,office,mahoning,east_youngstown,2
oh,office,mahoning,lowellville,2
oh,office,mahoning,poland,2
oh,office,mahoning,struthers,2
oh,office,mahoning,thorn_hill,2
oh,office,mahoning,youngstown,2
oh,office,montgomery,all_others,9
oh,office,montgomery,dayton,7
oh,office,montgomery,harrison,7
oh,office,montgomery,jefferson,7
oh,office,montgomery,mad_river,7
oh,office,montgomery,madison,7
oh,office,montgomery,oakwood,7
oh,office,montgomery,riverside,7
oh,office,montgomery,trotwood,7
oh,office,montgomery,van_buren,7
oh,office,montgomery,wayne,7
oh,office,stark,all_others,10
oh,office,summit,akron,4
oh,office,summit,all_others,9
pa,edp,all_others,all_others,13
pa,edp,allegheny,all_others,3
pa,edp,allegheny,pittsburgh,2
pa,edp,bedford,all_others,12
pa,edp,berks,all_others,12
pa,edp,berks,alsace,10
pa,edp,berks,bern,10
pa,edp,berks,birdsboro,10
pa,edp,berks,comru,10
pa,edp,berks,exeter,10
pa,edp,berks,fairview,10
pa,edp,berks,hampden,10
pa,edp,berks,kenhorst,10
pa,edp,berks,laureldale,10
pa,edp,berks,lower_alsace,10
pa,edp,berks,lower_heidelberg,10
pa,edp,berks,mohnton,10
pa,edp,berks,mount_penn,10
pa,edp,berks,muhlenberg,10
pa,edp,berks,reading,10
pa,edp,berks,robeson,10
pa,edp,berks,shilington,10
pa,edp,berks,sinking_spring,10
pa,edp,berks,south_heidelberg,10
pa,edp,berks,spring,10
pa,edp,berks,st_lawrence,10
pa,edp,berks,temple,10
pa,edp,berks,wernersville,10
pa,edp,berks,west_lawn,10
pa,edp,berks,west_reading,10
pa,edp,berks,wyomissing,10
pa,edp,berks,wyomissing_hills,10
pa,edp,bucks,all_others,13
pa,edp,bucks,bensalem,7
pa,edp,bucks,bristol,7
pa,edp,bucks,falls,7
pa,edp,bucks,hulmelville,7
pa,edp,bucks,langhorne,7
pa,edp,bucks,lower_makefield,7
pa,edp,bucks,lower_southampton,7
pa,edp,bucks,middletown,7
pa,edp,bucks,morrisville,7
pa,edp,bucks,penndel,7
pa,edp,bucks,springfield,7
pa,edp,bucks,tullytown,7
pa,edp,bucks,upper_southampton,7
pa,edp,bucks,yardley,7
pa,edp,chester,all_others,13
pa,edp,chester,easttown,7
pa,edp,chester,treddyffrin,7
pa,edp,cumberland,all_others,12
pa,edp,cumberland,camp_hill,10
pa,edp,cumberland,east_pennsboro,10
pa,edp,cumberland,lemoyne,10
pa,edp,cumberland,lower_allen,10
pa,edp,cumberland,new_cumberland,10
pa,edp,cumberland,shiremanstown,10
pa,edp,cumberland,west_fairview,10
pa,edp,cumberland,wormleysburg,10
pa,edp,dauphin,all_others,12
pa,edp,dauphin,harrisburg,10
pa,edp,dauphin,highspire,10
pa,edp,dauphin,londonderry,10
pa,edp,dauphin,lower_paxton,10
pa,edp,dauphin,lower_swatara,10
pa,edp,dauphin,middletown,10
pa,edp,dauphin,paxtang,10
pa,edp,dauphin,penbrook,10
pa,edp,dauphin,royalton,10
pa,edp,dauphin,steelton,10
pa,edp,dauphin,susquehanna,10
pa,edp,dauphin,swatara,10
pa,edp,delaware,all_others,7
pa,edp,delaware,birmingham,13
pa,edp,delaware,concord,13
pa,edp,delaware,edgemont,13
pa,edp,delaware,thornbury,13
pa,edp,erie,all_others,13
pa,edp,erie,erie,9
pa,edp,erie,greene,9
pa,edp,erie,harborcreek,9
pa,edp,erie,millcreek,9
pa,edp,erie,summit,9
pa,edp,erie,wesleyville,9
pa,edp,franklin,all_others,12
pa,edp,fulton,all_others,12
pa,edp,juniata,all_others,12
pa,edp,lackawanna,all_others,4
pa,edp,lebanon,all_others,12
pa,edp,lehigh,all_others,5
pa,edp,lucerne,all_others,4
pa,edp,mifflin,all_others,12
pa,edp,montgomery,abington,7
pa,edp,montgomery,all_others,13
pa,edp,montgomery,ambler,7
pa,edp,montgomery,bridgeport,7
pa,edp,montgomery,bryn_athyn,7
pa,edp,montgomery,cheltenham,7
pa,edp,montgomery,conshohocken,7
pa,edp,montgomery,east_norriton,7
pa,edp,montgomery,jenkintown,7
pa,edp,montgomery,lower_merion,7
pa,edp,montgomery,lower_moreland,7
pa,edp,montgomery,narberth,7
pa,edp,montgomery,norristown,7
pa,edp,montgomery,plymouth,7
pa,edp,montgomery,rockledge,7
pa,edp,montgomery,upper_dublin,7
pa,edp,montgomery,upper_merion,7
pa,edp,montgomery,west_conshohocken,7
pa,edp,montgomery,whitemarsh,7
pa,edp,montgomery,whitpain,7
pa,edp,northhampton,all_others,5
pa,edp,perry,all_others,12
pa,edp,philadelphia,all_others,1
pa,edp,snyder,all_others,12
pa,edp,union,all_others,12
pa,edp,washington,all_others,11
pa,edp,westmoreland,all_others,11
pa,edp,york,all_others,12
pa,office,all_others,all_others,13
pa,office,allegheny,all_others,3
pa,office,allegheny,pittsburgh,2
pa,office,bedford,all_others,12
pa,office,berks,all_others,12
pa,office,berks,alsace,10
pa,office,berks,bern,10
pa,office,berks,birdsboro,10
pa,office,berks,comru,10
pa,office,berks,exeter,10
pa,office,berks,fairview,10
pa,office,berks,hampden,10
pa,office,berks,kenhorst,10
pa,office,berks,laureldale,10
pa,office,berks,lower_alsace,10
pa,office,berks,lower_heidelberg,10
pa,office,berks,mohnton,10
pa,office,berks,mount_penn,10
pa,office,berks,muhlenberg,10
pa,office,berks,reading,10
pa,office,berks,robeson,10
pa,office,berks,shilington,10
pa,office,berks,sinking_spring,10
pa,office,berks,south_heidelberg,10
pa,office,berks,spring,10
pa,office,berks,st_lawrence,10
pa,office,berks,temple,10
pa,office,berks,wernersville,10
pa,office,berks,west_lawn,10
pa,office,berks,west_reading,10
pa,office,berks,wyomissing,10
pa,office,berks,wyomissing_hills,10
pa,office,bucks,all_others,13
pa,office,bucks,bensalem,7
pa,office,bucks,bristol,7
pa,office,bucks,falls,7
pa,office,bucks,hulmelville,7
pa,office,bucks,langhorne,7
pa,office,bucks,lower_makefield,7
pa,office,bucks,lower_southampton,7
pa,office,bucks,middletown,7
pa,office,bucks,morrisville,7
pa,office,bucks,penndel,7
pa,office,bucks,springfield,7
pa,office,bucks,tullytown,7
pa,office,bucks,upper_southampton,7
pa,office,bucks,yardley,7
pa,office,chester,all_others,13
pa,office,chester,easttown,7
pa,office,chester,treddyffrin,7
pa,office,cumberland,all_others,12
pa,office,cumberland,camp_hill,10
pa,office,cumberland,east_pennsboro,10
pa,office,cumberland,lemoyne,10
pa,office,cumberland,lower_allen,10
pa,office,cumberland,new_cumberland,10
pa,office,cumberland,shiremanstown,10
pa,office,cumberland,west_fairview,10
pa,office,cumberland,wormleysburg,10
pa,office,dauphin,all_others,12
pa,office,dauphin,harrisburg,10
pa,office,dauphin,highspire,10
pa,office,dauphin,londonderry,10
pa,office,dauphin,lower_paxton,10
pa,office,dauphin,lower_swatara,10
pa,office,dauphin,middletown,10
pa,office,dauphin,paxtang,10
pa,office,dauphin,penbrook,10
pa,office,dauphin,royalton,10
pa,office,dauphin,steelton,10
pa,office,dauphin,susquehanna,10
pa,office,dauphin,swatara,10
pa,office,delaware,all_others,7
pa,office,delaware,birmingham,13
pa,office,delaware,concord,13
pa,office,delaware,edgemont,13
pa,office,delaware,thornbury,13
pa,office,erie,all_others,13
pa,office,erie,erie,9
pa,office,erie,greene,9
pa,office,erie,harborcreek,9
pa,office,erie,millcreek,9
pa,office,erie,summit,9
pa,office,erie,wesleyville,9
pa,office,franklin,all_others,12
pa,office,fulton,all_others,12
pa,office,juniata,all_others,12
pa,office,lackawanna,all_others,4
pa,office,lebanon,all_others,12
pa,office,lehigh,all_others,5
pa,office,lucerne,all_others,4
pa,office,mifflin,all_others,12
pa,office,montgomery,abington,7
pa,office,montgomery,all_others,13
pa,office,montgomery,ambler,7
pa,office,montgomery,bridgeport,7
pa,office,montgomery,bryn_athyn,7
pa,office,montgomery,cheltenham,7
pa,office,montgomery,conshohocken,7
pa,office,montgomery,east_norriton,7
pa,office,montgomery,jenkintown,7
pa,office,montgomery,lower_merion,7
pa,office,montgomery,lower_moreland,7
pa,office,montgomery,narberth,7
pa,office,montgomery,norristown,7
pa,office,montgomery,plymouth,7
pa,office,montgomery,rockledge,7
pa,office,montgomery,upper_dublin,7
pa,office,montgomery,upper_merion,7
pa,office,montgomery,west_conshohocken,7
pa,office,montgomery,whitemarsh,7
pa,office,montgomery,whitpain,7
pa,office,northhampton,all_others,5
pa,office,perry,all_others,12
pa,office,philadelphia,all_others,1
pa,office,snyder,all_others,12
pa,office,union,all_others,12
pa,office,washington,all_others,11
pa,office,westmoreland,all_others,11
pa,office,york,all_others,12
tx,edp,anderson,all_others,6
tx,edp,andrews,all_others,6
tx,edp,angelina,all_others,6
tx,edp,aransas,all_others,6
tx,edp,archer,all_others,6
tx,edp,armstrong,all_others,6
tx,edp,atascosa,all_others,6
tx,edp,austin,all_others,6
tx,edp,bailey,all_others,6
tx,edp,bandera,all_others,6
tx,edp,bastrop,all_others,6
tx,edp,baylor,all_others,6
tx,edp,bee,all_others,6
tx,edp,bell,all_others,6
tx,edp,bexar,all_others,6
tx,edp,bexar,san_antonio,3
tx,edp,blanco,all_others,6
tx,edp,borden,all_others,6
tx,edp,bosque,all_others,6
tx,edp,bowie,all_others,6
tx,edp,brazoria,all_others,6
tx,edp,brazos,all_others,6
tx,edp,brewster,all_others,6
tx,edp,briscoe,all_others,6
tx,edp,brooks,all_others,6
tx,edp,brown,all_others,6
tx,edp,burleson,all_others,6
tx,edp,burnet,all_others,6
tx,edp,caldwell,all_others,6
tx,edp,calhoun,all_others,6
tx,edp,callahan,all_others,6
tx,edp,cameron,all_others,7
tx,edp,camp,all_others,7
tx,edp,carson,all_others,6
