state,construction_type,territory_code,rate
arizona,fire_resistive,120,0.435
arizona,frame,130,1.3
arizona,masonry_joisted,130,1
arizona,non_combustible,130,0.583
arizona,masonry_non_combustible,130,0.607
arizona,modified_fire_resistive,130,0.435
arizona,fire_resistive,130,0.435
arizona,frame,140,1.3
arizona,masonry_joisted,140,1
arizona,non_combustible,140,0.583
arizona,masonry_non_combustible,140,0.607
arizona,modified_fire_resistive,140,0.435
arizona,fire_resistive,140,0.435
arizona,frame,150,1.3
arizona,masonry_joisted,150,1
arizona,non_combustible,150,0.583
arizona,masonry_non_combustible,150,0.607
arizona,modified_fire_resistive,150,0.435
arizona,fire_resistive,150,0.435
alaska,frame,110,1.3
alaska,masonry_joisted,110,1
alaska,non_combustible,110,0.563
alaska,masonry_non_combustible,110,0.607
alaska,modified_fire_resistive,110,0.435
alaska,fire_resistive,110,0.435
alaska,frame,120,1.3
alaska,masonry_joisted,120,1
alaska,non_combustible,120,0.563
alaska,masonry_non_combustible,120,0.607
alaska,modified_fire_resistive,120,0.435
alaska,fire_resistive,120,0.435
